id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
4751,16,24,1243,10,5.0,0.0,14,7.0,1.41,16,8.0,2.83,0.76,0.68,0.36,0.36,0.21,188.12
4752,16,24,1520,10,5.0,1.41,12,6.0,2.83,16,8.0,0.0,0.52,0.42,0.4,0.43,0.08,159.44
4753,8,12,576,7,3.5,0.71,8,4.0,0.0,8,4.0,0.0,0.75,0.68,0.42,0.4,0.04,172.38
4754,13,21,1288,10,5.0,2.83,10,5.0,4.24,13,6.5,2.12,0.56,0.48,0.23,0.21,0.32,112.19
4755,9,17,1136,7,3.5,0.71,7,3.5,0.71,9,4.5,0.71,0.42,0.29,0.12,0.08,0.62,113.5
4756,11,18,928,9,4.5,0.71,11,5.5,2.12,11,5.5,2.12,0.84,0.74,0.62,0.63,0.3,160.88
4757,11,14,628,10,5.0,4.24,11,5.5,4.95,11,5.5,4.95,0.92,0.86,0.71,0.68,0.0,218.61
4759,4,5,200,3,1.5,0.71,4,2.0,1.41,4,2.0,1.41,1.0,1.0,0.75,0.75,0.0,253.83
4760,12,15,692,8,4.0,1.41,8,4.0,1.41,11,5.5,0.71,0.54,0.5,0.34,0.34,0.0,147.76
4761,18,27,1409,14,7.0,1.41,15,7.5,2.12,16,8.0,2.83,0.76,0.68,0.36,0.35,0.18,183.38
4763,11,17,861,11,5.5,2.12,10,5.0,1.41,11,5.5,2.12,0.68,0.63,0.53,0.56,0.34,212.02
4764,10,15,660,9,4.5,0.71,10,5.0,0.0,10,5.0,0.0,0.94,0.88,0.34,0.32,0.0,189.4
4765,12,19,995,10,5.0,1.41,10,5.0,1.41,11,5.5,0.71,0.62,0.52,0.24,0.24,0.04,147.12
4766,9,13,860,8,4.0,0.0,9,4.5,0.71,9,4.5,0.71,0.93,0.7,0.23,0.15,0.01,205.18
4770,9,13,536,8,4.0,1.41,9,4.5,0.71,9,4.5,0.71,0.93,0.92,0.45,0.44,0.02,190.62
4771,10,15,602,10,5.0,1.41,10,5.0,1.41,10,5.0,1.41,0.94,0.96,0.28,0.26,0.02,213.83
4774,10,14,568,8,4.0,2.83,9,4.5,3.54,9,4.5,3.54,1.0,1.0,0.5,0.5,0.04,188.75
4775,10,14,993,9,4.5,2.12,10,5.0,1.41,10,5.0,1.41,0.89,0.68,0.46,0.38,0.01,210.04
4776,3,3,124,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,1.0,1.0,0.75,0.74,0.0,204.25
4777,9,11,482,9,4.5,0.71,9,4.5,0.71,9,4.5,0.71,0.92,0.91,0.29,0.26,0.0,185.45
4778,8,10,400,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,0.93,0.94,0.57,0.57,0.0,192.6
4780,10,14,612,9,4.5,0.71,10,5.0,0.0,10,5.0,0.0,0.93,0.88,0.29,0.26,0.01,189.1
4781,6,9,520,6,3.0,1.41,5,2.5,0.71,6,3.0,1.41,0.75,0.68,0.5,0.47,0.0,99.75
4782,9,10,803,8,4.0,1.41,8,4.0,2.83,9,4.5,2.12,0.54,0.31,0.38,0.2,0.0,186.42
4783,15,21,924,11,5.5,2.12,12,6.0,0.0,15,7.5,2.12,0.78,0.76,0.36,0.36,0.0,179.11
4784,9,11,1866,9,4.5,0.71,9,4.5,0.71,9,4.5,0.71,0.75,0.54,0.54,0.26,0.03,229.05
4785,13,16,692,8,4.0,1.41,12,6.0,2.83,12,6.0,2.83,1.0,1.0,0.58,0.53,0.0,195.28
4786,4,5,204,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,1.0,1.0,0.84,0.82,0.0,218.75
4787,4,5,288,4,2.0,1.41,4,2.0,1.41,4,2.0,1.41,0.75,0.66,0.75,0.75,0.0,216.33
4788,10,14,597,8,4.0,0.0,10,5.0,0.0,10,5.0,0.0,0.88,0.85,0.36,0.33,0.0,210.4
4789,9,12,644,8,4.0,1.41,8,4.0,1.41,9,4.5,2.12,0.76,0.62,0.24,0.18,0.27,157.0
4790,12,22,1408,6,3.0,0.0,8,4.0,2.83,11,5.5,0.71,0.54,0.52,0.36,0.34,0.8,162.5
4792,4,4,160,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,1.0,1.0,0.75,0.75,0.0,253.5
4796,5,7,288,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,1.0,1.0,0.29,0.28,0.0,166.75
4797,4,6,244,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,1.0,1.0,0.33,0.32,0.0,201.5
4798,4,5,204,4,2.0,0.0,4,2.0,0.0,4,2.0,0.0,1.0,1.0,0.58,0.57,0.0,150.5
4799,11,15,692,10,5.0,4.24,10,5.0,4.24,10,5.0,4.24,0.91,0.84,0.43,0.44,0.0,225.21
4800,9,12,484,6,3.0,0.0,9,4.5,2.12,9,4.5,2.12,1.0,1.0,0.38,0.37,0.01,218.83
4802,15,45,1992,11,5.5,2.12,12,6.0,2.83,14,7.0,2.83,0.86,0.78,0.2,0.2,28.92,137.3
4803,14,15,650,9,4.5,0.71,13,6.5,0.71,13,6.5,0.71,0.87,0.82,0.2,0.2,0.0,205.0
4804,6,8,357,5,2.5,0.71,6,3.0,1.41,6,3.0,1.41,0.57,0.52,0.26,0.24,0.0,200.75
4808,11,19,952,9,4.5,0.71,11,5.5,2.12,10,5.0,1.41,0.64,0.59,0.44,0.5,0.24,199.98
4809,9,11,576,7,3.5,2.12,8,4.0,2.83,9,4.5,3.54,0.84,0.74,0.53,0.5,0.0,205.64
4810,9,16,829,8,4.0,1.41,8,4.0,1.41,9,4.5,2.12,0.75,0.67,0.46,0.48,0.29,234.17
4811,14,19,1189,12,6.0,4.24,11,5.5,3.54,13,6.5,3.54,0.5,0.32,0.43,0.34,0.44,152.11
4812,12,18,952,9,4.5,0.71,10,5.0,0.0,11,5.5,0.71,0.75,0.66,0.42,0.46,0.34,183.83
4813,10,21,1544,4,2.0,0.0,4,2.0,0.0,8,4.0,2.83,0.53,0.52,0.57,0.57,0.71,207.19
4818,10,13,579,8,4.0,1.41,8,4.0,1.41,9,4.5,0.71,0.92,0.84,0.62,0.55,0.01,218.75
4819,10,12,612,9,4.5,2.12,10,5.0,2.83,10,5.0,2.83,0.75,0.68,0.38,0.36,0.0,137.98
4820,4,6,312,4,2.0,1.41,4,2.0,1.41,4,2.0,1.41,0.25,0.28,0.62,0.64,0.0,107.0
4821,10,20,1230,7,3.5,0.71,7,3.5,0.71,10,5.0,1.41,0.4,0.28,0.42,0.44,0.04,127.96
4822,9,18,1362,5,2.5,0.71,6,3.0,1.41,9,4.5,0.71,0.36,0.27,0.32,0.34,0.46,139.22
4823,15,18,771,11,5.5,3.54,14,7.0,4.24,14,7.0,4.24,0.96,0.94,0.21,0.2,0.0,178.25
4824,5,6,248,4,2.0,1.41,5,2.5,2.12,5,2.5,2.12,1.0,1.0,0.6,0.6,0.0,203.25
4825,11,18,780,8,4.0,2.83,11,5.5,3.54,11,5.5,3.54,0.93,0.88,0.27,0.26,0.1,226.1
4827,11,15,796,9,4.5,2.12,9,4.5,2.12,10,5.0,2.83,0.82,0.73,0.38,0.34,0.16,200.6
4829,8,12,592,7,3.5,0.71,8,4.0,0.0,8,4.0,0.0,0.88,0.83,0.32,0.34,0.06,200.25
4831,7,18,1080,7,3.5,0.71,6,3.0,0.0,7,3.5,0.71,0.69,0.62,0.41,0.45,0.49,224.88
4834,6,10,580,6,3.0,1.41,6,3.0,1.41,6,3.0,1.41,0.5,0.46,0.3,0.25,0.28,174.5
4835,17,27,1692,10,5.0,2.83,11,5.5,3.54,17,8.5,0.71,0.46,0.37,0.55,0.56,0.12,188.36
4836,12,17,784,10,5.0,0.0,11,5.5,0.71,11,5.5,0.71,0.86,0.78,0.36,0.36,0.02,154.82
4837,6,7,390,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.8,0.7,0.35,0.32,0.0,150.62
4838,13,27,1828,6,3.0,1.41,8,4.0,0.0,11,5.5,2.12,0.62,0.56,0.45,0.44,0.76,216.33
4839,10,15,1040,6,3.0,1.41,6,3.0,1.41,9,4.5,3.54,0.38,0.24,0.26,0.24,0.4,129.19
4840,7,12,748,6,3.0,1.41,6,3.0,1.41,7,3.5,0.71,0.45,0.33,0.52,0.5,0.0,123.12
4841,3,4,172,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,1.0,1.0,0.75,0.72,0.0,155.5
4843,8,12,484,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,0.86,0.88,0.48,0.47,0.07,199.8
4844,10,20,1064,7,3.5,2.12,9,4.5,3.54,9,4.5,3.54,0.75,0.6,0.38,0.4,0.17,225.69
4845,6,12,704,6,3.0,0.0,6,3.0,0.0,6,3.0,0.0,0.64,0.58,0.7,0.7,0.57,231.5
4846,11,21,1632,4,2.0,0.0,4,2.0,1.41,10,5.0,2.83,0.3,0.21,0.32,0.29,0.54,162.72
4847,6,15,976,6,3.0,0.0,6,3.0,0.0,6,3.0,0.0,0.48,0.32,0.42,0.42,0.92,152.0
4848,6,10,532,4,2.0,0.0,5,2.5,0.71,5,2.5,0.71,0.81,0.72,0.56,0.55,0.18,226.38
4851,8,14,552,8,4.0,0.0,8,4.0,0.0,8,4.0,0.0,0.88,0.9,0.38,0.36,0.05,175.12
4852,16,19,917,11,5.5,0.71,15,7.5,0.71,15,7.5,0.71,0.84,0.71,0.42,0.35,0.1,214.0
4853,3,7,456,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,0.66,0.6,0.75,0.75,0.4,149.5
4856,8,9,408,6,3.0,1.41,8,4.0,2.83,8,4.0,2.83,0.93,0.87,0.46,0.42,0.0,235.0
4857,7,11,552,7,3.5,2.12,7,3.5,2.12,7,3.5,2.12,0.84,0.74,0.54,0.48,0.03,178.25
4859,6,8,324,5,2.5,2.12,6,3.0,2.83,6,3.0,2.83,1.0,1.0,0.72,0.71,0.04,211.5
4860,10,12,480,7,3.5,2.12,10,5.0,0.0,10,5.0,0.0,0.86,0.88,0.55,0.52,0.0,192.2
4862,13,15,657,9,4.5,0.71,12,6.0,0.0,12,6.0,0.0,0.88,0.82,0.62,0.65,0.0,252.23
4863,9,18,1160,5,2.5,0.71,6,3.0,0.0,8,4.0,1.41,0.58,0.55,0.34,0.34,0.6,231.62
4864,9,12,664,7,3.5,0.71,8,4.0,0.0,9,4.5,0.71,0.72,0.64,0.55,0.55,0.1,210.35
4866,10,16,912,7,3.5,0.71,6,3.0,1.41,8,4.0,0.0,0.56,0.53,0.26,0.2,0.23,148.1
4867,8,13,784,6,3.0,0.0,6,3.0,0.0,8,4.0,1.41,0.42,0.37,0.32,0.27,0.41,184.76
4868,15,26,1704,8,4.0,1.41,7,3.5,0.71,14,7.0,5.66,0.66,0.59,0.62,0.62,0.14,158.25
4869,8,11,766,6,3.0,1.41,6,3.0,1.41,8,4.0,2.83,0.18,0.11,0.46,0.44,0.04,129.5
4871,10,18,832,9,4.5,3.54,10,5.0,4.24,10,5.0,4.24,0.8,0.68,0.3,0.38,0.1,214.12
4872,38,55,2340,9,4.5,2.12,10,5.0,1.41,10,5.0,1.41,0.94,0.9,0.38,0.38,0.01,232.3
4873,5,5,200,4,2.0,1.41,4,2.0,1.41,4,2.0,1.41,1.0,1.0,0.58,0.58,0.0,252.42
4875,6,6,248,4,2.0,1.41,5,2.5,2.12,5,2.5,2.12,1.0,1.0,0.8,0.79,0.0,231.7
4877,5,6,240,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,1.0,1.0,0.75,0.75,0.0,253.83
4879,8,10,400,6,3.0,0.0,8,4.0,1.41,8,4.0,1.41,1.0,1.0,0.5,0.5,0.0,253.64
4881,5,6,292,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.75,0.67,0.62,0.7,0.0,179.25
4882,7,8,424,7,3.5,0.71,7,3.5,0.71,7,3.5,0.71,0.8,0.72,0.54,0.54,0.0,173.92
4883,9,15,600,6,3.0,1.41,8,4.0,1.41,8,4.0,1.41,1.0,1.0,0.35,0.35,0.02,252.5
4884,11,15,680,8,4.0,2.83,11,5.5,4.95,8,4.0,2.83,1.0,1.0,0.81,0.76,0.0,208.17
4885,8,8,412,7,3.5,0.71,7,3.5,0.71,8,4.0,1.41,0.8,0.71,0.54,0.55,0.0,230.83
4886,11,13,692,10,5.0,2.83,10,5.0,2.83,11,5.5,3.54,0.75,0.68,0.64,0.57,0.28,195.33
4887,10,13,771,7,3.5,2.12,8,4.0,1.41,10,5.0,2.83,0.58,0.43,0.64,0.56,0.14,222.0
4888,18,36,2288,11,5.5,0.71,11,5.5,0.71,17,8.5,4.95,0.65,0.58,0.5,0.5,0.43,196.48
4889,18,22,1172,11,5.5,0.71,14,7.0,0.0,16,8.0,0.0,0.73,0.58,0.22,0.21,0.09,193.0
4890,10,15,791,10,5.0,0.0,9,4.5,0.71,10,5.0,0.0,0.66,0.55,0.34,0.3,0.03,146.1
4891,13,18,944,7,3.5,0.71,13,6.5,3.54,11,5.5,2.12,0.68,0.52,0.42,0.37,0.28,214.8
4892,10,15,872,9,4.5,0.71,8,4.0,0.0,9,4.5,0.71,0.58,0.42,0.62,0.72,0.66,253.1
4893,16,26,1864,7,3.5,2.12,5,2.5,2.12,15,7.5,0.71,0.18,0.12,0.31,0.31,0.6,105.13
4894,20,42,2789,11,5.5,0.71,12,6.0,0.0,20,10.0,5.66,0.47,0.34,0.56,0.66,3.69,188.98
4895,20,35,2376,13,6.5,0.71,12,6.0,0.0,20,10.0,5.66,0.6,0.56,0.57,0.58,0.3,198.31
4896,12,17,813,10,5.0,0.0,11,5.5,0.71,11,5.5,0.71,0.74,0.71,0.3,0.29,0.0,196.48
4897,15,18,1056,10,5.0,1.41,10,5.0,1.41,15,7.5,4.95,0.73,0.64,0.42,0.37,0.06,168.82
4898,17,28,1608,10,5.0,1.41,12,6.0,2.83,17,8.5,0.71,0.58,0.52,0.57,0.62,0.26,205.92
4900,12,18,1120,8,4.0,1.41,9,4.5,0.71,12,6.0,1.41,0.51,0.34,0.55,0.57,0.42,180.62
4902,31,58,5506,14,7.0,5.66,13,6.5,4.95,29,14.5,16.26,0.48,0.1,0.42,0.32,0.48,213.27
4903,22,47,3116,11,5.5,0.71,10,5.0,2.83,19,9.5,3.54,0.49,0.43,0.29,0.32,3.64,119.76
4904,13,21,860,10,5.0,2.83,12,6.0,4.24,12,6.0,4.24,0.94,0.96,0.24,0.23,0.02,211.14
4905,15,19,920,11,5.5,3.54,15,7.5,6.36,15,7.5,6.36,0.72,0.6,0.45,0.42,0.0,155.96
4906,10,12,484,8,4.0,1.41,10,5.0,0.0,10,5.0,0.0,1.0,1.0,0.58,0.58,0.0,232.4
4908,12,20,1751,10,5.0,1.41,10,5.0,1.41,12,6.0,2.83,0.66,0.29,0.31,0.21,0.16,156.75
4909,8,10,432,8,4.0,1.41,7,3.5,0.71,8,4.0,1.41,0.78,0.76,0.62,0.58,0.0,196.44
4910,12,18,1161,9,4.5,2.12,8,4.0,1.41,12,6.0,4.24,0.45,0.31,0.43,0.48,0.41,180.62
4911,7,9,392,7,3.5,2.12,7,3.5,2.12,7,3.5,2.12,1.0,1.0,0.78,0.76,0.0,214.1
4914,7,9,420,6,3.0,1.41,7,3.5,2.12,7,3.5,2.12,0.93,0.88,0.57,0.56,0.0,211.7
4916,10,14,916,6,3.0,1.41,6,3.0,1.41,10,5.0,4.24,0.64,0.58,0.39,0.38,0.18,199.62
4917,17,26,1644,10,5.0,0.0,11,5.5,0.71,15,7.5,2.12,0.52,0.36,0.34,0.36,0.3,159.82
4918,13,24,1796,8,4.0,2.83,6,3.0,1.41,13,6.5,3.54,0.21,0.12,0.3,0.28,0.96,111.47
4919,24,45,3320,12,6.0,0.0,11,5.5,0.71,22,11.0,7.07,0.28,0.16,0.48,0.49,0.69,156.84
4920,13,19,1204,7,3.5,0.71,8,4.0,1.41,13,6.5,2.12,0.62,0.56,0.44,0.42,0.65,176.99
4921,9,11,832,5,2.5,0.71,8,4.0,0.0,8,4.0,0.0,0.93,0.68,0.44,0.4,0.0,233.28
4923,12,22,1428,9,4.5,2.12,9,4.5,2.12,10,5.0,2.83,0.66,0.6,0.58,0.62,0.34,218.06
4924,11,14,833,9,4.5,2.12,9,4.5,2.12,10,5.0,2.83,0.68,0.62,0.56,0.6,0.05,166.08
4926,12,23,1647,7,3.5,0.71,6,3.0,1.41,12,6.0,4.24,0.1,0.06,0.64,0.65,0.58,135.94
4927,12,22,1584,5,2.5,0.71,5,2.5,0.71,11,5.5,2.12,0.4,0.28,0.45,0.48,0.7,154.68
4928,17,180,8656,8,4.0,2.83,7,3.5,3.54,16,8.0,2.83,0.48,0.46,0.24,0.26,10.18,140.12
4930,10,13,716,10,5.0,1.41,9,4.5,0.71,10,5.0,1.41,0.71,0.55,0.54,0.45,0.0,139.08
4931,13,21,1152,9,4.5,0.71,11,5.5,2.12,12,6.0,1.41,0.66,0.5,0.44,0.44,0.38,217.12
4932,14,28,1700,11,5.5,3.54,10,5.0,2.83,13,6.5,4.95,0.72,0.64,0.25,0.24,0.24,183.56
4933,13,18,1256,9,4.5,0.71,8,4.0,0.0,13,6.5,3.54,0.32,0.22,0.18,0.21,0.46,115.08
4934,5,8,324,5,2.5,2.12,5,2.5,2.12,5,2.5,2.12,1.0,1.0,0.5,0.49,0.01,148.75
4935,12,16,924,10,5.0,2.83,9,4.5,2.12,11,5.5,2.12,0.55,0.4,0.52,0.54,0.21,159.44
4936,13,20,1244,9,4.5,2.12,10,5.0,2.83,13,6.5,2.12,0.5,0.35,0.4,0.42,0.3,169.04
4937,23,46,3876,12,6.0,2.83,11,5.5,2.12,21,10.5,4.95,0.31,0.16,0.4,0.3,0.76,164.06
4940,10,15,876,7,3.5,2.12,8,4.0,2.83,9,4.5,3.54,0.75,0.66,0.25,0.22,0.16,187.12
4941,16,29,1912,11,5.5,0.71,10,5.0,1.41,16,8.0,1.41,0.48,0.34,0.52,0.48,0.5,184.18
4943,16,31,2168,9,4.5,3.54,8,4.0,2.83,16,8.0,8.49,0.29,0.25,0.58,0.6,0.38,141.28
4944,17,23,1624,9,4.5,0.71,9,4.5,0.71,14,7.0,2.83,0.51,0.41,0.55,0.47,0.1,176.33
4946,9,11,562,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,0.82,0.66,0.29,0.22,0.02,165.0
4947,8,16,964,6,3.0,1.41,6,3.0,1.41,7,3.5,0.71,0.61,0.56,0.6,0.64,1.01,212.94
4948,12,22,1284,9,4.5,0.71,11,5.5,0.71,12,6.0,0.0,0.59,0.41,0.65,0.72,0.49,234.33
4949,7,13,792,4,2.0,0.0,5,2.5,0.71,6,3.0,0.0,0.66,0.6,0.52,0.55,0.48,252.88
4950,10,17,1048,7,3.5,2.12,8,4.0,2.83,10,5.0,4.24,0.74,0.65,0.38,0.39,0.4,198.81
4951,14,25,1792,6,3.0,0.0,7,3.5,0.71,13,6.5,3.54,0.34,0.2,0.61,0.66,0.78,199.08
4952,9,12,632,6,3.0,0.0,9,4.5,0.71,9,4.5,0.71,0.76,0.62,0.34,0.27,0.14,184.9
4953,11,16,1076,7,3.5,0.71,6,3.0,0.0,10,5.0,2.83,0.45,0.31,0.32,0.28,0.1,149.67
4954,13,26,1964,6,3.0,1.41,6,3.0,1.41,12,6.0,5.66,0.2,0.11,0.74,0.74,0.92,194.5
4955,19,28,1855,9,4.5,0.71,10,5.0,1.41,16,8.0,4.24,0.45,0.28,0.43,0.39,0.29,168.68
4956,10,15,696,7,3.5,0.71,9,4.5,2.12,9,4.5,2.12,0.9,0.83,0.45,0.48,0.01,216.25
4958,18,33,2344,11,5.5,2.12,7,3.5,2.12,16,8.0,0.0,0.28,0.18,0.48,0.53,0.7,147.22
4959,21,38,2688,11,5.5,0.71,8,4.0,0.0,21,10.5,4.95,0.31,0.2,0.64,0.64,0.84,178.32
4960,13,21,1528,8,4.0,0.0,5,2.5,2.12,13,6.5,2.12,0.22,0.13,0.64,0.64,0.29,169.85
4961,23,41,3017,8,4.0,1.41,9,4.5,0.71,22,11.0,9.9,0.46,0.43,0.5,0.51,0.44,183.86
4962,16,35,2668,7,3.5,0.71,7,3.5,0.71,14,7.0,5.66,0.34,0.23,0.32,0.29,0.55,158.09
4963,19,34,2435,10,5.0,2.83,10,5.0,2.83,17,8.5,7.78,0.35,0.22,0.48,0.39,0.63,170.36
4964,11,23,1672,6,3.0,1.41,6,3.0,1.41,11,5.5,4.95,0.36,0.22,0.42,0.5,0.51,162.03
4965,18,35,2476,11,5.5,3.54,11,5.5,2.12,17,8.5,0.71,0.32,0.19,0.4,0.39,0.97,168.39
4966,20,35,2292,9,4.5,3.54,9,4.5,3.54,15,7.5,7.78,0.38,0.23,0.38,0.32,0.63,156.97
4968,16,35,2572,9,4.5,0.71,9,4.5,0.71,16,8.0,0.0,0.28,0.16,0.52,0.57,0.79,173.87
4969,14,18,968,10,5.0,1.41,11,5.5,2.12,14,7.0,4.24,0.81,0.72,0.32,0.26,0.16,138.6
4970,20,28,2024,7,3.5,0.71,8,4.0,2.83,17,8.5,6.36,0.52,0.51,0.45,0.43,0.15,167.56
4971,16,26,1760,10,5.0,1.41,11,5.5,2.12,16,8.0,0.0,0.38,0.24,0.3,0.27,0.77,169.56
4972,15,18,816,10,5.0,1.41,15,7.5,2.12,14,7.0,1.41,0.96,0.92,0.32,0.29,0.05,215.44
4974,10,14,652,8,4.0,0.0,9,4.5,2.12,10,5.0,1.41,0.84,0.74,0.44,0.44,0.0,189.17
4975,5,7,372,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.66,0.6,0.42,0.45,0.0,197.08
4976,14,23,1280,10,5.0,1.41,9,4.5,0.71,14,7.0,2.83,0.74,0.64,0.46,0.47,0.14,215.69
4977,4,5,469,4,2.0,1.41,3,1.5,0.71,4,2.0,1.41,0.5,0.5,0.62,0.6,0.0,157.16
4978,10,22,1562,5,2.5,2.12,5,2.5,2.12,10,5.0,5.66,0.08,0.04,0.55,0.57,0.63,125.28
4979,14,26,1928,8,4.0,1.41,7,3.5,0.71,14,7.0,4.24,0.55,0.52,0.54,0.54,0.24,163.48
4980,19,31,1898,11,5.5,2.12,11,5.5,0.71,19,9.5,4.95,0.46,0.32,0.42,0.42,0.95,166.21
4981,19,35,2344,10,5.0,4.24,11,5.5,4.95,18,9.0,9.9,0.3,0.2,0.55,0.55,0.98,209.64
4982,19,34,2460,6,3.0,1.41,8,4.0,1.41,18,9.0,1.41,0.32,0.2,0.42,0.4,0.64,143.14
4983,14,23,1720,6,3.0,1.41,7,3.5,2.12,13,6.5,0.71,0.31,0.21,0.59,0.64,0.75,180.77
4984,4,6,332,4,2.0,1.41,4,2.0,1.41,4,2.0,1.41,0.8,0.71,0.7,0.64,0.69,182.34
4985,4,4,212,4,2.0,1.41,4,2.0,1.41,4,2.0,1.41,0.84,0.76,0.66,0.74,0.0,184.34
4986,11,14,916,9,4.5,2.12,8,4.0,1.41,11,5.5,2.12,0.42,0.26,0.68,0.66,0.32,166.7
4987,10,13,648,9,4.5,2.12,9,4.5,2.12,9,4.5,2.12,0.75,0.66,0.53,0.5,0.0,124.81
4989,13,23,1320,8,4.0,2.83,11,5.5,3.54,13,6.5,4.95,0.6,0.42,0.44,0.53,0.43,235.32
4990,9,16,1004,9,4.5,0.71,9,4.5,0.71,9,4.5,0.71,0.56,0.49,0.44,0.36,0.46,155.57
4991,9,13,528,8,4.0,1.41,9,4.5,2.12,9,4.5,2.12,1.0,1.0,0.29,0.29,0.02,185.67
4992,38,47,1900,5,2.5,0.71,5,2.5,0.71,5,2.5,0.71,0.98,0.97,0.61,0.6,0.01,248.34
4993,14,27,1675,10,5.0,1.41,10,5.0,1.41,13,6.5,0.71,0.48,0.32,0.38,0.36,0.42,174.92
4994,23,38,2800,13,6.5,0.71,11,5.5,2.12,23,11.5,0.71,0.28,0.16,0.64,0.59,0.43,167.82
4995,9,14,960,7,3.5,0.71,6,3.0,0.0,9,4.5,0.71,0.36,0.21,0.44,0.44,0.02,133.1
4996,11,19,988,8,4.0,1.41,9,4.5,2.12,10,5.0,1.41,0.72,0.64,0.27,0.3,0.5,211.23
4997,7,16,916,5,2.5,0.71,6,3.0,0.0,7,3.5,0.71,0.7,0.62,0.44,0.44,0.29,132.79
4998,11,16,980,9,4.5,3.54,7,3.5,2.12,11,5.5,2.12,0.34,0.24,0.42,0.45,0.42,167.62
4999,11,24,1712,7,3.5,2.12,8,4.0,1.41,11,5.5,2.12,0.28,0.16,0.58,0.58,0.88,159.48
5000,10,22,1588,7,3.5,2.12,7,3.5,2.12,10,5.0,4.24,0.38,0.23,0.52,0.44,0.62,158.44
5001,12,22,1421,8,4.0,1.41,8,4.0,1.41,10,5.0,2.83,0.71,0.63,0.62,0.57,0.47,205.78
5003,14,22,1037,12,6.0,5.66,14,7.0,4.24,14,7.0,4.24,0.97,0.88,0.2,0.18,0.02,231.15
5004,12,16,804,10,5.0,1.41,11,5.5,0.71,11,5.5,0.71,0.85,0.78,0.29,0.22,0.06,193.58
5005,9,13,616,9,4.5,2.12,9,4.5,2.12,9,4.5,2.12,0.88,0.8,0.39,0.4,0.02,182.5
5006,5,10,712,4,2.0,0.0,4,2.0,0.0,5,2.5,0.71,0.56,0.53,0.62,0.64,0.57,181.5
5008,10,14,730,10,5.0,1.41,10,5.0,1.41,10,5.0,1.41,0.66,0.6,0.36,0.28,0.12,166.08
5009,11,13,540,10,5.0,1.41,11,5.5,0.71,11,5.5,0.71,1.0,1.0,0.23,0.22,0.0,204.05
5010,14,26,1636,9,4.5,3.54,8,4.0,2.83,13,6.5,2.12,0.5,0.35,0.31,0.32,0.89,146.06
5011,15,27,1798,11,5.5,0.71,11,5.5,0.71,14,7.0,0.0,0.44,0.28,0.48,0.48,0.78,168.73
5012,16,32,2232,8,4.0,4.24,10,5.0,5.66,16,8.0,5.66,0.24,0.16,0.52,0.56,0.73,119.5
5013,15,29,1836,10,5.0,1.41,10,5.0,0.0,13,6.5,0.71,0.53,0.38,0.47,0.48,0.75,141.54
5014,14,27,1412,10,5.0,1.41,12,6.0,1.41,13,6.5,0.71,0.74,0.62,0.44,0.46,0.11,191.78
5017,3,5,292,3,1.5,0.71,3,1.5,0.71,3,1.5,0.71,0.5,0.5,0.58,0.57,0.0,106.25
5018,11,15,740,10,5.0,0.0,11,5.5,0.71,10,5.0,0.0,0.8,0.67,0.45,0.48,0.23,233.78
5020,13,25,1664,6,3.0,0.0,8,4.0,0.0,12,6.0,2.83,0.6,0.56,0.62,0.62,0.34,203.25
5021,6,6,260,6,3.0,1.41,6,3.0,1.41,6,3.0,1.41,1.0,1.0,0.62,0.57,0.0,253.38
5022,6,10,479,6,3.0,2.83,6,3.0,2.83,6,3.0,2.83,0.94,0.92,0.66,0.64,0.0,171.5
5023,6,7,324,5,2.5,0.71,6,3.0,1.41,6,3.0,1.41,0.88,0.8,0.54,0.46,0.0,225.75
5024,8,10,496,8,4.0,1.41,8,4.0,1.41,8,4.0,1.41,0.86,0.78,0.48,0.44,0.22,197.06
5025,8,14,684,6,3.0,0.0,8,4.0,1.41,8,4.0,1.41,0.64,0.57,0.36,0.34,0.16,143.14
5026,8,12,480,7,3.5,0.71,8,4.0,1.41,8,4.0,1.41,0.8,0.8,0.48,0.48,0.02,230.46
5027,8,13,784,5,2.5,0.71,6,3.0,1.41,7,3.5,0.71,0.57,0.54,0.53,0.56,0.48,217.0
5028,18,23,1322,14,7.0,2.83,15,7.5,2.12,18,9.0,4.24,0.68,0.54,0.36,0.36,0.04,190.79
