id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
10889,25,413,52295,12,3.0,2.16,14,3.5,2.38,25,6.25,4.27,0.72,0.74,0.58,0.53,37.11,137.69
10890,13,365,42961,8,2.67,0.58,8,2.67,0.58,11,3.67,2.08,0.67,0.67,0.75,0.75,83.04,148.79
10891,25,309,89912,18,4.5,1.29,17,4.25,0.5,22,5.5,1.73,0.7,0.68,0.47,0.47,37.56,156.26
10892,20,167,24486,11,3.67,0.58,10,3.33,0.58,17,5.67,2.52,0.59,0.65,0.41,0.38,44.42,167.77
10893,22,331,34835,18,6.0,1.73,13,4.33,2.08,19,6.33,1.53,0.65,0.66,0.63,0.54,53.83,173.2
10894,22,210,23847,15,5.0,2.0,14,4.67,0.58,22,7.33,2.08,0.53,0.5,0.48,0.41,49.75,152.01
10895,23,448,75579,10,5.0,4.24,10,5.0,2.83,16,8.0,1.41,0.51,0.5,0.71,0.55,103.68,117.12
10896,20,564,56559,12,3.0,2.16,12,3.0,1.83,19,4.75,3.77,0.76,0.75,0.53,0.54,36.3,184.39
10897,22,146,29268,15,5.0,2.65,15,5.0,1.0,21,7.0,2.65,0.65,0.67,0.41,0.4,25.7,171.19
10898,17,291,24261,8,2.67,2.08,6,2.0,1.0,16,5.33,6.66,0.67,0.67,0.61,0.57,63.92,138.02
10899,33,1850,539527,21,5.25,3.3,21,5.25,3.59,28,7.0,4.83,0.64,0.55,0.5,0.48,51.73,150.68
10900,22,781,98011,14,3.5,0.58,12,3.0,0.82,18,4.5,2.38,0.6,0.55,0.51,0.48,50.66,136.9
10901,31,586,56918,24,6.0,2.45,25,6.25,2.87,30,7.5,4.04,0.76,0.75,0.33,0.32,40.08,143.29
10902,11,65,10068,8,2.67,1.15,8,2.67,0.58,11,3.67,2.08,0.68,0.67,0.7,0.71,17.08,165.06
10903,25,724,78906,18,4.5,1.29,15,3.75,1.71,24,6.0,3.56,0.56,0.55,0.31,0.31,47.38,140.67
10904,24,433,48113,17,4.25,3.3,15,3.75,2.75,23,5.75,4.99,0.75,0.75,0.4,0.38,51.03,185.47
10905,28,591,51923,16,4.0,1.41,17,4.25,2.06,25,6.25,2.63,0.74,0.74,0.62,0.63,61.82,133.92
10906,28,461,108142,20,5.0,2.45,16,4.0,1.41,24,6.0,3.16,0.75,0.75,0.4,0.46,39.91,124.27
10907,29,877,96816,16,5.33,3.51,13,4.33,2.52,23,7.67,4.93,0.67,0.66,0.28,0.29,78.58,152.61
10908,34,1400,364608,21,5.25,3.69,17,4.25,2.5,30,7.5,5.51,0.75,0.75,0.51,0.47,39.98,161.78
10909,50,962,197647,27,6.75,3.86,22,5.5,2.38,41,10.25,7.85,0.76,0.76,0.62,0.58,38.42,124.02
10910,46,578,72854,29,7.25,3.77,24,6.0,2.45,40,10.0,6.38,0.47,0.45,0.67,0.68,23.92,142.14
10911,37,461,66859,19,6.33,2.08,18,6.0,2.0,31,10.33,6.03,0.67,0.67,0.46,0.42,69.21,148.19
10912,42,404,41534,25,6.25,3.95,20,5.0,2.83,37,9.25,7.59,0.57,0.54,0.55,0.57,50.64,148.0
10913,46,408,42350,24,6.0,1.15,26,6.5,2.65,36,9.0,2.16,0.68,0.66,0.45,0.36,48.58,128.15
10914,23,973,122825,12,4.0,1.73,11,3.67,0.58,19,6.33,3.06,0.68,0.67,0.44,0.44,66.4,167.65
10915,58,443,56363,24,6.0,4.24,42,10.5,6.14,28,7.0,5.23,0.7,0.68,0.5,0.42,28.88,194.18
10916,55,1539,221631,21,5.25,3.2,19,4.75,2.22,38,9.5,5.2,0.64,0.57,0.36,0.35,59.34,161.58
10917,31,499,62206,19,6.33,2.52,19,6.33,2.31,27,9.0,3.61,0.57,0.52,0.52,0.48,64.4,157.01
10918,37,1524,420457,23,5.75,4.27,21,5.25,3.2,33,8.25,7.37,0.75,0.75,0.36,0.32,56.37,160.31
10919,30,522,56920,20,6.67,4.04,15,5.0,2.65,29,9.67,6.11,0.64,0.65,0.43,0.39,64.73,153.33
10920,28,523,53316,19,6.33,2.08,15,5.0,1.0,25,8.33,3.06,0.54,0.51,0.4,0.33,73.94,131.27
10921,51,423,71456,21,5.25,2.22,18,4.5,1.73,36,9.0,6.68,0.72,0.74,0.32,0.3,26.18,157.02
10922,27,420,58130,18,6.0,2.65,16,5.33,2.52,23,7.67,4.16,0.68,0.67,0.66,0.63,47.95,135.98
10923,42,487,63792,26,6.5,3.7,22,5.5,1.91,36,9.0,6.32,0.7,0.68,0.46,0.39,37.18,142.44
10924,43,1731,384960,22,7.33,3.06,20,6.67,2.52,37,12.33,8.5,0.67,0.67,0.5,0.45,60.01,163.63
10925,31,187,19568,22,5.5,4.51,21,5.25,3.59,29,7.25,4.57,0.73,0.73,0.54,0.44,34.34,162.86
10926,36,458,45024,21,5.25,2.63,21,5.25,2.36,33,8.25,2.99,0.74,0.74,0.37,0.33,41.6,147.18
10927,45,1643,1108297,26,6.5,5.2,23,5.75,4.35,38,9.5,7.59,0.72,0.69,0.46,0.39,43.6,187.94
10928,30,5356,6487684,18,4.5,2.38,13,3.25,0.96,26,6.5,3.7,0.75,0.75,0.3,0.3,57.94,136.96
10929,43,2061,432387,25,6.25,2.06,23,5.75,1.5,38,9.5,6.86,0.76,0.75,0.42,0.4,59.08,176.21
10930,20,439,64809,10,5.0,2.83,8,4.0,1.41,18,9.0,2.83,0.5,0.5,0.51,0.43,110.75,97.02
10931,51,858,134022,25,6.25,4.35,21,5.25,2.99,35,8.75,7.63,0.6,0.49,0.4,0.39,32.42,162.85
10932,26,2022,543221,18,6.0,4.0,13,4.33,2.52,23,7.67,5.51,0.69,0.68,0.45,0.41,83.5,155.41
10933,30,839,92203,14,4.67,3.51,15,5.0,4.58,22,7.33,5.51,0.68,0.67,0.68,0.69,49.74,174.91
10934,31,1578,383269,17,4.25,2.87,16,4.0,2.16,28,7.0,4.97,0.72,0.72,0.43,0.37,57.07,115.69
10935,31,494,62805,18,6.0,3.0,17,5.67,2.08,29,9.67,4.93,0.58,0.54,0.42,0.35,65.34,123.03
10936,41,758,73092,30,7.5,2.52,29,7.25,2.63,38,9.5,3.32,0.75,0.75,0.34,0.36,54.23,172.89
10937,46,573,76701,32,8.0,2.0,31,7.75,1.26,43,10.75,5.12,0.74,0.64,0.48,0.5,34.66,157.07
10938,29,332,27412,16,4.0,3.37,18,4.5,3.32,26,6.5,5.8,0.36,0.29,0.41,0.32,33.93,135.58
10939,45,406,64125,26,8.67,1.53,19,6.33,2.52,40,13.33,3.51,0.49,0.44,0.47,0.44,40.64,158.82
10940,34,220,43233,23,5.75,4.27,24,6.0,4.24,28,7.0,4.9,0.73,0.75,0.41,0.41,23.94,193.73
10941,50,791,115951,34,8.5,3.0,28,7.0,1.63,44,11.0,5.6,0.73,0.73,0.55,0.48,33.42,130.36
10942,67,1001,118662,26,6.5,5.69,27,6.75,5.74,43,10.75,7.27,0.64,0.66,0.37,0.36,44.6,170.92
10943,41,1696,387828,26,6.5,4.8,21,5.25,2.99,40,10.0,8.29,0.62,0.6,0.61,0.59,47.66,121.69
10944,38,1555,396705,20,6.67,1.15,20,6.67,0.58,33,11.0,6.24,0.62,0.6,0.66,0.62,49.62,198.85
10945,37,724,82176,26,6.5,1.91,21,5.25,1.71,35,8.75,2.75,0.66,0.64,0.27,0.26,53.79,135.05
10946,44,5664,341199,28,7.0,3.56,26,6.5,3.11,35,8.75,5.91,0.55,0.56,0.54,0.5,42.32,144.73
10947,61,1006,88085,28,7.0,2.45,44,11.0,10.68,40,10.0,5.35,0.66,0.63,0.52,0.48,45.13,150.53
10948,38,365,45416,18,4.5,2.38,20,5.0,4.08,26,6.5,3.51,0.7,0.73,0.52,0.44,59.35,178.72
10949,27,531,57800,19,4.75,4.35,15,3.75,2.99,22,5.5,4.8,0.75,0.75,0.45,0.47,47.48,162.82
10950,29,187,56035,20,5.0,1.63,18,4.5,1.29,24,6.0,2.45,0.68,0.63,0.32,0.26,25.9,148.93
10951,32,270,31903,22,5.5,2.08,17,4.25,0.96,30,7.5,4.43,0.66,0.66,0.36,0.33,35.07,157.54
10952,41,426,55758,23,5.75,3.77,19,4.75,2.63,34,8.5,7.05,0.69,0.69,0.36,0.32,29.12,157.54
10953,48,690,70773,31,7.75,2.5,36,9.0,2.45,45,11.25,3.3,0.74,0.72,0.32,0.32,36.36,151.58
10954,28,222,28175,20,5.0,2.94,22,5.5,2.52,27,6.75,3.5,0.65,0.58,0.26,0.32,22.74,186.53
10955,26,543,58551,17,4.25,1.89,14,3.5,1.73,25,6.25,3.77,0.67,0.64,0.36,0.36,41.6,132.67
10956,38,911,87893,24,6.0,3.56,20,5.0,2.31,37,9.25,7.76,0.67,0.61,0.38,0.4,54.52,172.75
10957,21,448,117340,12,6.0,0.0,6,3.0,0.0,20,10.0,4.24,0.5,0.5,0.43,0.46,73.22,75.12
10958,24,651,58659,12,3.0,1.83,11,2.75,1.71,21,5.25,4.65,0.74,0.75,0.53,0.56,58.82,154.44
10959,31,947,99697,17,4.25,2.87,15,3.75,2.36,26,6.5,5.26,0.75,0.74,0.33,0.34,53.22,133.0
10960,36,1828,418759,25,6.25,5.38,20,5.0,4.83,35,8.75,8.1,0.75,0.75,0.63,0.58,59.04,128.65
10961,13,1402,375627,9,4.5,0.71,6,3.0,0.0,13,6.5,2.12,0.51,0.5,0.47,0.41,117.28,86.14
10962,35,2076,606032,24,8.0,2.65,19,6.33,1.15,33,11.0,5.29,0.62,0.58,0.47,0.43,41.63,175.82
10963,32,469,51119,21,5.25,3.59,17,4.25,3.2,31,7.75,6.08,0.68,0.65,0.53,0.5,47.82,172.51
10964,23,408,47967,12,3.0,1.41,9,2.25,1.26,21,5.25,4.27,0.62,0.56,0.64,0.62,78.09,160.12
10965,15,260,230789,9,3.0,3.46,7,2.33,2.31,11,3.67,4.62,0.67,0.67,0.78,0.81,102.86,113.44
10966,19,1335,366031,13,4.33,1.53,9,3.0,0.0,17,5.67,2.52,0.68,0.67,0.72,0.67,59.56,90.14
10967,32,554,61173,17,4.25,0.96,15,3.75,0.96,28,7.0,6.06,0.65,0.6,0.59,0.57,59.71,128.16
10968,24,387,36912,17,5.67,2.08,15,5.0,1.73,22,7.33,2.89,0.64,0.65,0.69,0.67,55.41,158.3
10969,28,457,121831,18,4.5,3.32,14,3.5,3.0,26,6.5,5.07,0.5,0.5,0.45,0.47,79.26,139.54
10970,32,13227,17052586,23,5.75,3.77,17,4.25,2.06,30,7.5,5.92,0.63,0.61,0.31,0.28,31.4,170.96
10971,36,960,98382,18,4.5,2.38,16,4.0,0.82,25,6.25,3.59,0.56,0.55,0.43,0.45,50.33,127.02
10972,23,441,36871,11,3.67,2.08,9,3.0,1.0,19,6.33,4.51,0.36,0.35,0.57,0.57,60.22,127.56
10973,27,661,85641,17,5.67,3.06,19,6.33,1.53,27,9.0,3.0,0.63,0.61,0.34,0.39,41.65,168.28
10974,36,466,94338,24,6.0,2.94,19,4.75,2.06,33,8.25,4.57,0.72,0.7,0.4,0.32,38.08,152.18
10975,36,1161,137282,18,6.0,2.65,11,3.67,1.15,20,6.67,3.21,0.56,0.51,0.4,0.39,66.23,137.65
10976,16,123,14664,13,3.25,0.96,9,2.25,0.5,15,3.75,1.5,0.53,0.54,0.44,0.38,40.38,142.18
10977,19,1227,143950,10,5.0,4.24,7,3.5,3.54,15,7.5,0.71,0.5,0.5,0.35,0.36,181.76,102.8
10978,30,2042,539675,20,5.0,3.16,18,4.5,3.11,28,7.0,5.35,0.67,0.67,0.39,0.35,44.2,168.13
10979,31,351,40091,20,5.0,2.0,18,4.5,1.73,28,7.0,3.56,0.57,0.51,0.56,0.51,58.4,122.16
10980,24,661,99308,15,5.0,1.0,13,4.33,1.53,22,7.33,3.06,0.67,0.66,0.55,0.5,77.22,125.54
10981,31,1558,387818,21,7.0,2.65,19,6.33,1.53,30,10.0,4.0,0.67,0.67,0.51,0.46,58.44,135.88
10982,43,319,42447,28,7.0,1.41,28,7.0,1.41,41,10.25,3.77,0.6,0.52,0.41,0.4,33.0,141.76
10983,39,819,73899,24,6.0,2.16,24,6.0,2.58,36,9.0,1.83,0.62,0.57,0.34,0.34,66.07,146.79
10984,29,391,50398,21,5.25,2.36,20,5.0,2.45,28,7.0,3.74,0.75,0.75,0.5,0.44,27.18,162.2
10985,37,337,64679,24,6.0,4.32,21,5.25,3.5,35,8.75,6.29,0.67,0.67,0.45,0.38,66.02,155.07
10986,42,412,67752,18,4.5,2.89,17,4.25,2.75,37,9.25,5.06,0.49,0.5,0.37,0.36,34.61,124.35
10987,31,905,81469,16,5.33,1.53,15,5.0,1.0,26,8.67,0.58,0.5,0.44,0.34,0.33,82.57,112.36
10988,27,456,70568,14,4.67,3.06,11,3.67,2.08,23,7.67,4.93,0.5,0.48,0.47,0.39,50.07,93.22
10989,22,402,32773,17,4.25,1.5,17,4.25,1.26,22,5.5,2.38,0.65,0.6,0.54,0.54,55.29,107.44
10990,29,1196,116018,18,4.5,3.0,18,4.5,2.65,26,6.5,5.07,0.76,0.78,0.45,0.39,60.31,162.31
10991,16,372,45926,11,3.67,1.15,9,3.0,2.0,16,5.33,2.08,0.65,0.66,0.54,0.54,75.02,128.17
10992,25,290,33717,16,4.0,1.63,14,3.5,0.58,23,5.75,3.59,0.75,0.75,0.37,0.33,37.11,134.44
10993,32,375,91440,21,5.25,3.77,19,4.75,2.63,32,8.0,6.38,0.74,0.75,0.52,0.53,26.27,172.36
10994,19,120,25909,14,3.5,2.38,13,3.25,2.22,17,4.25,2.06,0.74,0.75,0.72,0.64,25.88,146.98
10995,17,216,31994,10,3.33,0.58,10,3.33,0.58,16,5.33,1.15,0.53,0.47,0.49,0.39,67.92,139.69
10996,19,136,20143,14,4.67,0.58,12,4.0,1.0,18,6.0,1.73,0.66,0.67,0.41,0.37,37.56,100.98
10997,21,518,70095,14,4.67,1.53,11,3.67,2.08,19,6.33,2.89,0.66,0.66,0.61,0.55,67.31,141.23
10998,24,292,30999,19,4.75,2.99,15,3.75,2.06,23,5.75,3.95,0.77,0.76,0.84,0.82,50.44,119.36
10999,12,199,23379,7,3.5,2.12,5,2.5,0.71,10,5.0,1.41,0.43,0.48,0.38,0.34,119.4,167.54
11000,14,158,20844,11,3.67,2.52,11,3.67,2.52,13,4.33,2.89,0.69,0.69,0.56,0.52,42.04,192.19
11001,22,1827,446764,11,5.5,2.12,9,4.5,2.12,20,10.0,1.41,0.5,0.5,0.48,0.42,113.22,116.09
11002,20,559,58198,16,4.0,1.83,15,3.75,2.06,19,4.75,2.5,0.75,0.75,0.58,0.57,63.34,137.1
11003,14,213,33714,9,2.25,0.96,8,2.0,0.82,13,3.25,1.89,0.75,0.75,0.58,0.57,51.33,117.21
11004,35,3643,2529475,14,4.67,3.79,12,4.0,3.61,27,9.0,8.72,0.67,0.67,0.49,0.35,83.02,113.5
11005,21,114,16180,17,4.25,2.5,13,3.25,0.5,19,4.75,2.87,0.71,0.73,0.56,0.48,18.63,128.86
11006,17,514,55105,11,3.67,1.15,10,3.33,2.52,14,4.67,1.53,0.66,0.66,0.68,0.68,130.31,145.64
11007,16,1290,364904,10,3.33,2.52,11,3.67,3.06,14,4.67,4.04,0.37,0.36,0.63,0.6,34.95,106.91
11008,28,720,80600,16,4.0,0.82,12,3.0,1.41,27,6.75,3.86,0.68,0.68,0.4,0.4,53.95,163.13
11009,34,392,52148,18,4.5,2.65,15,3.75,1.5,26,6.5,4.04,0.76,0.76,0.4,0.38,24.82,156.15
11010,23,239,18650,18,4.5,2.08,17,4.25,1.71,20,5.0,2.58,0.74,0.73,0.57,0.57,36.1,124.54
11011,29,183,22665,16,4.0,2.83,13,3.25,1.89,24,6.0,4.9,0.72,0.73,0.64,0.64,36.02,115.66
11012,19,451,84864,12,6.0,2.83,9,4.5,0.71,17,8.5,3.54,0.52,0.51,0.7,0.58,69.78,138.99
11013,17,380,50566,11,3.67,2.52,10,3.33,3.21,17,5.67,4.04,0.67,0.67,0.92,0.93,78.34,188.17
11014,19,347,28186,12,3.0,1.63,12,3.0,1.63,16,4.0,2.0,0.72,0.72,0.49,0.47,97.53,149.6
11015,22,397,50146,14,4.67,2.31,11,3.67,1.53,20,6.67,4.16,0.66,0.67,0.49,0.4,63.6,118.68
11016,25,312,39133,18,4.5,1.73,18,4.5,2.08,20,5.0,2.45,0.72,0.68,0.59,0.57,24.97,172.79
11017,30,626,94638,17,5.67,2.08,16,5.33,1.53,24,8.0,3.0,0.68,0.67,0.35,0.3,54.95,111.51
11018,27,2129,437950,18,4.5,2.38,20,5.0,2.83,24,6.0,1.15,0.72,0.71,0.55,0.53,90.44,147.61
11019,43,2378,606354,24,8.0,2.65,15,5.0,1.73,37,12.33,2.08,0.66,0.66,0.47,0.35,64.13,128.76
11020,35,1863,441972,24,6.0,4.08,15,3.75,1.71,29,7.25,4.43,0.69,0.66,0.48,0.45,43.3,141.74
11021,29,922,85167,16,5.33,2.08,13,4.33,1.15,25,8.33,5.03,0.66,0.66,0.32,0.32,77.48,85.5
11022,19,349,35829,12,4.0,1.73,11,3.67,1.15,19,6.33,5.77,0.67,0.67,0.46,0.38,38.95,135.88
11023,26,970,93062,19,4.75,3.3,17,4.25,2.99,22,5.5,4.2,0.75,0.75,0.45,0.44,61.96,147.96
11024,33,589,73293,20,5.0,4.24,16,4.0,4.0,30,7.5,6.4,0.74,0.74,0.55,0.53,53.65,156.88
11025,37,261,44984,28,7.0,4.24,25,6.25,3.59,35,8.75,6.55,0.68,0.62,0.56,0.47,29.46,123.8
11026,33,1087,123963,24,6.0,2.58,20,5.0,1.63,30,7.5,4.43,0.7,0.66,0.48,0.48,56.77,108.07
11027,34,608,102807,19,6.33,2.08,15,5.0,3.0,27,9.0,3.61,0.66,0.66,0.64,0.58,87.01,127.94
11028,17,363,31708,8,2.67,2.08,7,2.33,2.31,14,4.67,3.21,0.32,0.32,0.72,0.74,101.4,159.5
11029,31,515,71572,20,5.0,1.83,20,5.0,1.83,30,7.5,5.45,0.75,0.75,0.6,0.57,36.89,162.94
11030,32,465,45020,22,5.5,2.38,20,5.0,1.15,30,7.5,3.11,0.67,0.65,0.42,0.32,49.53,120.92
11031,31,325,50531,21,7.0,2.65,20,6.67,1.53,30,10.0,4.36,0.66,0.67,0.4,0.36,33.78,146.9
11032,41,685,178026,17,5.67,3.79,13,4.33,2.31,36,12.0,11.53,0.5,0.44,0.43,0.35,61.5,135.99
11033,32,324,48085,23,5.75,3.3,23,5.75,2.99,31,7.75,4.35,0.75,0.75,0.44,0.37,27.3,137.69
11034,34,387,72855,20,5.0,2.45,16,4.0,0.82,28,7.0,4.24,0.75,0.75,0.37,0.29,25.48,139.64
11035,35,619,81109,21,5.25,3.4,17,4.25,2.99,29,7.25,3.86,0.67,0.58,0.52,0.46,36.7,143.76
11036,39,670,88683,24,6.0,4.0,23,5.75,2.87,32,8.0,4.9,0.71,0.67,0.33,0.3,28.66,138.39
11037,46,975,172343,27,6.75,3.86,23,5.75,2.63,36,9.0,6.48,0.75,0.75,0.4,0.36,39.25,120.26
11038,47,590,297670,28,7.0,2.0,25,6.25,1.71,39,9.75,4.79,0.64,0.64,0.38,0.34,28.83,140.7
11039,37,547,82570,21,5.25,2.06,16,4.0,1.15,30,7.5,5.26,0.66,0.53,0.55,0.5,46.76,147.7
11040,41,761,79632,17,5.67,1.15,17,5.67,1.53,26,8.67,2.89,0.57,0.52,0.4,0.37,52.75,148.15
11041,38,690,67658,22,5.5,3.79,23,5.75,2.87,31,7.75,4.5,0.75,0.75,0.26,0.25,51.45,142.99
11042,40,1976,1746236,25,6.25,3.1,19,4.75,2.22,32,8.0,4.9,0.72,0.6,0.34,0.28,22.2,151.43
11043,46,780,89809,24,6.0,2.94,28,7.0,2.94,35,8.75,4.92,0.75,0.74,0.28,0.29,34.86,197.28
11044,33,331,61603,18,4.5,3.0,15,3.75,2.36,28,7.0,6.0,0.75,0.75,0.5,0.41,50.68,136.3
11045,26,155,24896,17,4.25,2.75,16,4.0,2.94,25,6.25,3.77,0.71,0.68,0.53,0.51,26.49,111.18
11046,25,772,106382,20,5.0,1.83,18,4.5,1.29,24,6.0,2.94,0.7,0.66,0.41,0.4,41.77,163.05
11047,38,511,52466,22,5.5,2.08,21,5.25,3.69,34,8.5,3.87,0.72,0.74,0.38,0.32,44.11,156.64
11048,31,945,124092,19,6.33,5.13,16,5.33,3.21,26,8.67,6.51,0.67,0.67,0.41,0.4,76.21,144.56
11049,37,1490,405197,28,7.0,3.56,22,5.5,2.38,34,8.5,5.07,0.67,0.68,0.42,0.38,42.11,166.17
11050,30,251,36761,22,5.5,2.38,21,5.25,1.71,28,7.0,2.16,0.67,0.64,0.54,0.48,42.62,135.9
11051,25,552,72985,17,4.25,2.06,14,3.5,1.29,23,5.75,4.11,0.75,0.75,0.7,0.67,75.04,173.9
11052,46,567,56741,23,5.75,2.99,19,4.75,1.89,35,8.75,5.5,0.68,0.54,0.46,0.36,63.77,126.7
11053,47,385,47360,26,6.5,3.11,25,6.25,1.89,36,9.0,4.24,0.66,0.64,0.4,0.36,44.81,153.97
11054,33,607,85551,21,5.25,3.3,21,5.25,1.71,26,6.5,4.8,0.76,0.76,0.3,0.31,37.33,101.52
11055,36,428,61366,17,4.25,1.71,18,4.5,1.0,28,7.0,3.83,0.58,0.44,0.38,0.29,42.91,150.0
11056,41,314,46075,27,6.75,2.75,24,6.0,1.41,35,8.75,4.86,0.75,0.75,0.18,0.16,28.99,191.22
11057,33,511,50340,21,5.25,5.19,19,4.75,4.19,29,7.25,6.4,0.75,0.75,0.31,0.3,26.86,170.38
11058,43,818,219817,28,7.0,2.94,28,7.0,3.16,38,9.5,5.92,0.65,0.6,0.54,0.5,42.46,155.8
11059,50,411,44662,20,6.67,4.04,40,13.33,16.29,26,8.67,3.79,0.55,0.52,0.58,0.63,63.04,121.32
11060,49,763,96034,25,6.25,3.3,24,6.0,2.45,38,9.5,4.8,0.68,0.58,0.36,0.42,34.74,161.18
11061,49,1785,593860,28,7.0,1.83,25,6.25,2.63,44,11.0,4.69,0.7,0.6,0.43,0.43,40.59,160.18
11062,40,1826,404723,24,6.0,3.56,22,5.5,2.08,35,8.75,5.56,0.67,0.66,0.52,0.45,63.16,145.93
11063,73,1736,507594,28,7.0,2.71,56,14.0,14.67,39,9.75,3.2,0.74,0.72,0.48,0.42,36.56,162.13
11064,38,385,44237,25,6.25,3.59,29,7.25,4.79,32,8.0,4.16,0.59,0.55,0.64,0.67,28.13,141.01
11065,20,180,16494,13,4.33,3.51,12,4.0,3.61,17,5.67,4.16,0.32,0.31,0.82,0.84,68.28,188.62
11066,41,664,102410,27,6.75,2.87,22,5.5,1.73,37,9.25,5.19,0.75,0.75,0.55,0.52,38.85,136.82
11067,47,619,75457,24,6.0,2.45,26,6.5,1.73,39,9.75,5.5,0.62,0.58,0.6,0.57,33.89,162.59
11068,32,577,68275,17,4.25,1.5,14,3.5,1.29,25,6.25,2.75,0.6,0.54,0.31,0.25,72.25,123.15
11069,49,714,83563,31,7.75,2.87,29,7.25,2.5,44,11.0,5.94,0.65,0.6,0.38,0.33,34.74,138.59
11070,39,430,56443,20,6.67,3.21,17,5.67,2.31,37,12.33,6.51,0.44,0.4,0.4,0.43,60.66,144.1
11071,52,1727,1339957,19,6.33,3.06,17,5.67,2.31,34,11.33,4.04,0.55,0.49,0.39,0.3,59.44,129.22
11072,35,266,28461,23,7.67,1.53,23,7.67,2.52,32,10.67,2.52,0.58,0.54,0.47,0.46,36.74,165.73
11073,39,1878,418484,24,6.0,3.16,29,7.25,2.87,35,8.75,3.77,0.52,0.44,0.38,0.39,31.26,144.89
11074,56,2070,567208,32,8.0,2.71,31,7.75,2.22,48,12.0,6.98,0.67,0.61,0.43,0.36,41.08,141.82
11075,28,1887,533949,23,5.75,1.26,20,5.0,2.16,27,6.75,0.96,0.68,0.55,0.39,0.42,70.06,155.52
11076,42,1914,459189,26,6.5,1.73,27,6.75,0.96,36,9.0,3.16,0.74,0.7,0.47,0.42,54.4,146.29
11077,41,483,102014,22,5.5,2.65,23,5.75,1.5,36,9.0,4.69,0.72,0.72,0.43,0.47,44.11,168.54
11078,47,463,71619,25,6.25,2.63,26,6.5,1.91,41,10.25,3.86,0.72,0.7,0.34,0.29,37.48,174.6
11079,26,384,53836,18,6.0,2.0,17,5.67,1.53,25,8.33,4.04,0.66,0.67,0.47,0.42,38.6,180.32
11080,32,794,78946,21,7.0,3.61,18,6.0,2.65,30,10.0,7.55,0.6,0.55,0.19,0.22,83.76,136.81
11081,39,593,68243,23,7.67,4.04,18,6.0,2.65,33,11.0,6.24,0.66,0.66,0.3,0.25,65.75,143.48
11082,35,323,47538,22,7.33,3.21,22,7.33,3.21,31,10.33,4.73,0.67,0.67,0.29,0.27,69.0,173.24
11083,36,462,86774,18,6.0,2.65,16,5.33,2.52,26,8.67,3.21,0.41,0.59,0.46,0.48,63.2,174.27
11084,29,332,32403,16,5.33,3.06,15,5.0,2.0,28,9.33,6.03,0.67,0.67,0.61,0.62,52.03,149.52
11085,35,460,45144,19,6.33,2.08,19,6.33,2.31,28,9.33,4.51,0.54,0.63,0.34,0.34,77.48,168.08
11086,30,520,43299,15,5.0,2.0,14,4.67,2.08,25,8.33,5.03,0.5,0.4,0.37,0.32,59.2,163.81
11087,37,594,59620,24,8.0,4.58,22,7.33,4.93,32,10.67,7.02,0.65,0.65,0.52,0.45,70.71,165.75
11088,27,258,37480,18,6.0,2.65,16,5.33,2.52,25,8.33,4.62,0.7,0.69,0.5,0.42,34.18,143.36
11089,21,334,33791,11,5.5,0.71,11,5.5,0.71,18,9.0,2.83,0.46,0.49,0.48,0.37,62.56,172.08
11090,62,584,68412,24,6.0,1.15,50,12.5,13.7,34,8.5,3.42,0.65,0.64,0.45,0.41,40.04,167.76
11091,59,833,73097,20,5.0,2.83,42,10.5,14.34,29,7.25,5.32,0.71,0.73,0.28,0.26,51.79,166.94
11092,26,302,43194,14,3.5,2.65,10,2.5,1.29,21,5.25,3.4,0.72,0.74,0.73,0.66,51.11,154.2
11093,32,537,53896,21,5.25,1.26,16,4.0,0.82,29,7.25,2.99,0.48,0.5,0.45,0.33,54.26,122.12
11094,36,585,92687,20,5.0,0.82,18,4.5,1.0,28,7.0,2.31,0.67,0.66,0.44,0.39,34.45,154.26
11095,34,174,33140,26,6.5,2.52,23,5.75,1.89,30,7.5,2.38,0.74,0.74,0.44,0.4,36.34,174.97
11096,37,697,187705,19,6.33,1.53,20,6.67,2.08,27,9.0,2.65,0.67,0.67,0.59,0.63,48.07,173.18
11097,29,644,70978,18,4.5,2.52,15,3.75,1.89,26,6.5,4.43,0.76,0.76,0.74,0.72,40.06,140.72
11098,31,309,37388,17,4.25,2.63,15,3.75,1.71,27,6.75,4.57,0.75,0.75,0.42,0.33,58.93,190.19
11099,31,541,88826,21,5.25,3.77,20,5.0,3.37,28,7.0,5.83,0.75,0.75,0.73,0.64,48.86,130.08
11100,32,1465,358077,21,5.25,2.36,21,5.25,2.36,30,7.5,4.93,0.76,0.75,0.47,0.42,62.7,159.09
11101,25,210,23652,18,4.5,1.91,14,3.5,1.29,23,5.75,1.89,0.44,0.46,0.53,0.34,30.18,137.36
11102,41,837,105905,23,5.75,3.86,19,4.75,2.99,38,9.5,7.55,0.75,0.75,0.37,0.37,34.31,160.07
11103,35,154,11844,25,6.25,0.96,22,5.5,1.29,35,8.75,4.11,0.69,0.67,0.46,0.47,21.72,162.28
